1010001B22Rik	1010001B22Rik|Gm26808
Cyb5r4	Cyb5r4
Cyb5rl	Cyb5rl
Cyba	Cyba
Cybb	Cybb
Cybrd1	Cybrd1
Cyc1	Cyc1
Cycs	Cycs
Cyct	Cyct
Cyfip1	Cyfip1
Cyfip2	Cyfip2
Cygb	Cygb
Cyhr1	Cyhr1
Cylc1	Cylc1
Cylc2	Cylc2
Cyld	Cyld
Cym	Cym
Cyp11a1	Cyp11a1
Cyp11b1	Cyp11b1
Cyp11b2	Cyp11b2
Cyp17a1	Cyp17a1
Cyp19a1	Cyp19a1
Cyp1a1	Cyp1a1
Cyp1a2	Cyp1a2
Cyp1b1	Cyp1b1
Cyp20a1	Cyp20a1
Cyp21a1	Cyp21a1
Cyp24a1	Cyp24a1
Cyp26a1	Cyp26a1
Cyp26b1	Cyp26b1
Cyp26c1	Cyp26c1
Cyp27a1	Cyp27a1
Cyp27b1	Cyp27b1
Cyp2ab1	Cyp2ab1
Cyp2b10	Cyp2b10
Cyp2b19	Cyp2b19
Cyp2b23	Cyp2b23
Cyp2c29	Cyp2c29
Cyp2c38	Cyp2c38
Cyp2c39	Cyp2c39
Cyp2c44	Cyp2c44
Cyp2c55	Cyp2c55
Cyp2c70	Cyp2c70
Cyp2d22	Cyp2d22
Cyp2d26	Cyp2d26
Cyp2d37-ps	Cyp2d37-ps
Cyp2d40	Cyp2d40
Cyp2e1	Cyp2e1
Cyp2f2	Cyp2f2
Cyp2g1	Cyp2g1
Cyp2j11	Cyp2j11
Cyp2j12	Cyp2j12
Cyp2j13	Cyp2j13
Cyp2j5	Cyp2j5
Cyp2j6	Cyp2j6
Cyp2j7	Cyp2j7
Cyp2j8	Cyp2j8
Cyp2j9	Cyp2j9
Cyp2r1	Cyp2r1
Cyp2s1	Cyp2s1
Cyp2t4	Cyp2t4
Cyp2u1	Cyp2u1
Cyp2w1	Cyp2w1
Cyp39a1	Cyp39a1
Cyp3a13	Cyp3a13
Cyp46a1	Cyp46a1
Cyp4a14	Cyp4a14
Cyp4a29	Cyp4a29
Cyp4a30b	Cyp4a30b
Cyp4b1	Cyp4b1
Cyp4f13	Cyp4f13
Cyp4f14	Cyp4f14
Cyp4f15	Cyp4f15
Cyp4f16	Cyp4f16
Cyp4f17	Cyp4f17
Cyp4f18	Cyp4f18
Cyp4f37	Cyp4f37
Cyp4f39	Cyp4f39
Cyp4f40	Cyp4f40
Cyp4v3	Cyp4v3
Cyp4x1	Cyp4x1
Cyp4x1os	Cyp4x1os
Cyp51	Cyp51
Cyp7a1	Cyp7a1
Cyp7b1	Cyp7b1
Cyp8b1	Cyp8b1
Cypt1	Cypt1
Cypt12	Cypt12
Cypt4	Cypt4
Cyr61	Cyr61
Cys1	Cys1
Cysltr1	Cysltr1
Cysltr2	Cysltr2
Cysrt1	Cysrt1
Cystm1	Cystm1
Cyth1	Cyth1
Cyth2	Cyth2
Cyth3	Cyth3
Cyth4	Cyth4
Cytip	Cytip
Cytl1	Cytl1
Cyyr1	Cyyr1
D030018L15Rik	D030018L15Rik
D030025E07Rik	D030025E07Rik
D030025P21Rik	D030025P21Rik
D030028A08Rik	D030028A08Rik
D030040B21Rik	D030040B21Rik
D030044L04Rik	D030044L04Rik
D030046N08Rik	D030046N08Rik
D030047H15Rik	D030047H15Rik
D030055H07Rik	D030055H07Rik
D030056L22Rik	D030056L22Rik
D030062O11Rik	D030062O11Rik
D030068K23Rik	D030068K23Rik
D10Jhu81e	D10Jhu81e
D10Wsu102e	D10Wsu102e
D11Wsu47e	D11Wsu47e
D130004A15Rik	D130004A15Rik
D130017N08Rik	D130017N08Rik
D130019J16Rik	D130019J16Rik
D130020L05Rik	D130020L05Rik
D130040H23Rik	D130040H23Rik
D130043K22Rik	D130043K22Rik
D130051D11Rik	D130051D11Rik
D130052B06Rik	D130052B06Rik
D130058E05Rik	D130058E05Rik
D15Ertd621e	D15Ertd621e
D16Ertd472e	D16Ertd472e
D17H6S53E	D17H6S53E
D17Wsu92e	D17Wsu92e
D1Ertd622e	D1Ertd622e
D1Pas1	D1Pas1
D230017M19Rik	D230017M19Rik
D230022J07Rik	D230022J07Rik
D230025D16Rik	D230025D16Rik
D2Wsu81e	D2Wsu81e
D2hgdh	D2hgdh
D330020A13Rik	D330020A13Rik
D330023K18Rik	D330023K18Rik
D330025C20Rik	D330025C20Rik
D330041H03Rik	D330041H03Rik
D330045A20Rik	D330045A20Rik
D330050G23Rik	D330050G23Rik
D3Ertd254e	D3Ertd254e
D3Ertd751e	D3Ertd751e
D430001F17Rik	D430001F17Rik
D430013B06Rik	D430013B06Rik
D430018E03Rik	D430018E03Rik
D430019H16Rik	D430019H16Rik
D430036J16Rik	D430036J16Rik
D430040D24Rik	D430040D24Rik
D430041D05Rik	D430041D05Rik
D430042O09Rik	D430042O09Rik
D530018E20Rik	D530018E20Rik
D530037P16Rik	D530037P16Rik
D530049I02Rik	D530049I02Rik
D5Ertd579e	D5Ertd579e
D5Ertd605e	D5Ertd605e
D5Ertd615e	D5Ertd615e
D630002J18Rik	D630002J18Rik
D630003M21Rik	D630003M21Rik
D630008O14Rik	D630008O14Rik
D630011A20Rik	D630011A20Rik
D630014O11Rik	D630014O11Rik
D630023F18Rik	D630023F18Rik
D630023O14Rik	D630023O14Rik
D630024D03Rik	D630024D03Rik
D630029K05Rik	D630029K05Rik
D630030B08Rik	D630030B08Rik
D630033O11Rik	D630033O11Rik
D630036G22Rik	D630036G22Rik
D630036H23Rik	D630036H23Rik
D630039A03Rik	D630039A03Rik
D630044L22Rik	D630044L22Rik
D630045J12Rik	D630045J12Rik
D6Ertd474e	D6Ertd474e
D6Ertd527e	D6Ertd527e
D6Wsu163e	D6Wsu163e
D730001G18Rik	D730001G18Rik
D730003I15Rik	D730003I15Rik
D730045A05Rik	D730045A05Rik
D730045B01Rik	D730045B01Rik
D730048I06Rik	D730048I06Rik
D7Ertd443e	D7Ertd443e
D830013O20Rik	D830013O20Rik
D830026I12Rik	D830026I12Rik
D830032E09Rik	D830032E09Rik
D830039M14Rik	D830039M14Rik
D830044D21Rik	D830044D21Rik
D830044I16Rik	D830044I16Rik
D830050J10Rik	D830050J10Rik
D8Ertd738e	D8Ertd738e
D8Ertd82e	D8Ertd82e
D930007J09Rik	D930007J09Rik
D930007P13Rik	D930007P13Rik
D930015E06Rik	D930015E06Rik
D930015M05Rik	D930015M05Rik
D930016D06Rik	D930016D06Rik
D930019O06Rik	D930019O06Rik
D930020B18Rik	D930020B18Rik
D930028M14Rik	D930028M14Rik
D930030I03Rik	D930030I03Rik
D930032P07Rik	D930032P07Rik
D930036K23Rik	D930036K23Rik
D930048G16Rik	D930048G16Rik
D930048N14Rik	D930048N14Rik
DQ267100	DQ267100
DQ267101	DQ267101
DQ267102	DQ267102
Daam1	Daam1
Daam2	Daam2
Dab1	Dab1
Dab2	Dab2
Dab2ip	Dab2ip
Dach1	Dach1
Dach2	Dach2
Dact1	Dact1
Dact2	Dact2
Dact3	Dact3
Dad1	Dad1
Dag1	Dag1
Dagla	Dagla
Daglb	Daglb
Dalir	Dalir
Dalrd3	Dalrd3
Dancr	Dancr
Dand5	Dand5
Dao	Dao
Dap	Dap
Dap3	Dap3
Dapk1	Dapk1
Dapk2	Dapk2
Dapk3	Dapk3
Dapl1	Dapl1
Dapp1	Dapp1
Dars	Dars
Dars2	Dars2
Daw1	Daw1
Daxx	Daxx
Dazap1	Dazap1
Dazap2	Dazap2
Dazl	Dazl
Dbf4	Dbf4
Dbh	Dbh
Dbhos	Dbhos
Dbi	Dbi
Dbil5	Dbil5
Dbn1	Dbn1
Dbndd1	Dbndd1
Dbndd2	Dbndd2
Dbnl	Dbnl
Dbp	Dbp
Dbpht2	Dbpht2
Dbr1	Dbr1
Dbt	Dbt
Dbx1	Dbx1
Dbx2	Dbx2
Dcaf10	Dcaf10
Dcaf11	Dcaf11
Dcaf12	Dcaf12
Dcaf12l1	Dcaf12l1
Dcaf12l2	Dcaf12l2
Dcaf13	Dcaf13
Dcaf15	Dcaf15
Dcaf17	Dcaf17
Dcaf4	Dcaf4
Dcaf5	Dcaf5
Dcaf6	Dcaf6
Dcaf7	Dcaf7
Dcaf8	Dcaf8
Dcakd	Dcakd
Dcbld1	Dcbld1
Dcbld2	Dcbld2
Dcc	Dcc
Dcdc2a	Dcdc2a
Dcdc2b	Dcdc2b
Dcdc2c	Dcdc2c
Dchs1	Dchs1
Dchs2	Dchs2
Dck	Dck
Dclk1	Dclk1
Dclk2	Dclk2
Dclk3	Dclk3
Dclre1a	Dclre1a
Dclre1b	Dclre1b
Dclre1c	Dclre1c
Dcn	Dcn
Dcp1a	Dcp1a
Dcp1b	Dcp1b
Dcp2	Dcp2
Dcps	Dcps
Dcst1	Dcst1
Dcst2	Dcst2
Dcstamp	Dcstamp
Dct	Dct
Dctd	Dctd
Dctn1	Dctn1
Dctn2	Dctn2
Dctn3	Dctn3
Dctn4	Dctn4
Dctn5	Dctn5
Dctn6	Dctn6
Dctpp1	Dctpp1
Dcun1d1	Dcun1d1
Dcun1d2	Dcun1d2
Dcun1d3	Dcun1d3
Dcun1d4	Dcun1d4
Dcun1d5	Dcun1d5
Dcx	Dcx
Dcxr	Dcxr
Dda1	Dda1
Ddah1	Ddah1
Ddah2	Ddah2
Ddb1	Ddb1
Ddb2	Ddb2
Ddc	Ddc
Ddhd1	Ddhd1
Ddhd2	Ddhd2
Ddi1	Ddi1
Ddi2	Ddi2
Ddias	Ddias
Ddit3	Ddit3
Ddit4	Ddit4
Ddit4l	Ddit4l
Ddn	Ddn
Ddo	Ddo
Ddost	Ddost
Ddr1	Ddr1
Ddr2	Ddr2
Ddrgk1	Ddrgk1
Ddt	Ddt
Ddx1	Ddx1
Ddx10	Ddx10
Ddx11	Ddx11
Ddx17	Ddx17
Ddx18	Ddx18
Ddx19a	Ddx19a
Ddx19b	Ddx19b
Ddx20	Ddx20
Ddx21	Ddx21
Ddx23	Ddx23
Ddx24	Ddx24
Ddx25	Ddx25
Ddx26b	Ddx26b
Ddx27	Ddx27
Ddx28	Ddx28
Ddx31	Ddx31
Ddx39	Ddx39
Ddx39b	Ddx39b
Ddx3x	Ddx3x
Ddx3y	Ddx3y
Ddx4	Ddx4
Ddx41	Ddx41
Ddx42	Ddx42
Ddx43	Ddx43
Ddx46	Ddx46
Ddx47	Ddx47
Ddx49	Ddx49
Ddx5	Ddx5
Ddx50	Ddx50
Ddx51	Ddx51
Ddx52	Ddx52
Ddx54	Ddx54
Ddx55	Ddx55
Ddx56	Ddx56
Ddx58	Ddx58
Ddx59	Ddx59
Ddx6	Ddx6
Ddx60	Ddx60
Deaf1	Deaf1
Deb1	Deb1
Decr1	Decr1
Decr2	Decr2
Dedd	Dedd
Dedd2	Dedd2
Def6	Def6
Def8	Def8
Defb1	Defb1
Defb12	Defb12
Defb13	Defb13
Defb14	Defb14
Defb18	Defb18
Defb19	Defb19
Defb2	Defb2
Defb20	Defb20
Defb21	Defb21
Defb22	Defb22
Defb23	Defb23
Defb25	Defb25
Defb26	Defb26
Defb28	Defb28
Defb29	Defb29
Defb3	Defb3
Defb30	Defb30
Defb33	Defb33
Defb35	Defb35
Defb36	Defb36
Defb37	Defb37
Defb38	Defb38
Defb39	Defb39
Defb4	Defb4
Defb40	Defb40
Defb41	Defb41
Defb42	Defb42
Defb43	Defb43
Defb45	Defb45
Defb46	Defb46
Defb47	Defb47
Defb48	Defb48
Defb5	Defb5
Defb50	Defb50
Defb6	Defb6
Defb7	Defb7
Defb8	Defb8
Defb9	Defb9
Degs1	Degs1
Degs2	Degs2
Dek	Dek
Dennd1a	Dennd1a
Dennd1b	Dennd1b
Dennd1c	Dennd1c
Dennd2a	Dennd2a
Dennd2c	Dennd2c
Dennd2d	Dennd2d
Dennd3	Dennd3
Dennd4a	Dennd4a
Dennd4b	Dennd4b
Dennd4c	Dennd4c
Dennd5a	Dennd5a
Dennd5b	Dennd5b
Dennd6a	Dennd6a
Dennd6b	Dennd6b
Denr	Denr
Depdc1a	Depdc1a
Depdc1b	Depdc1b
Depdc5	Depdc5
Depdc7	Depdc7
Deptor	Deptor
Dera	Dera
Derl1	Derl1
Derl2	Derl2
Derl3	Derl3
Des	Des
Desi1	Desi1
Desi2	Desi2
Det1	Det1
Dexi	Dexi
Dffa	Dffa
Dffb	Dffb
Dfna5	Dfna5
Dfnb59	Dfnb59
Dgat1	Dgat1
Dgat2	Dgat2
Dgat2l6	Dgat2l6
Dgcr14	Dgcr14
Dgcr2	Dgcr2
Dgcr6	Dgcr6
Dgcr8	Dgcr8
Dgka	Dgka
Dgkb	Dgkb
Dgkd	Dgkd
Dgke	Dgke
Dgkeos	Dgkeos
Dgkg	Dgkg
Dgkh	Dgkh
Dgki	Dgki
Dgkk	Dgkk
Dgkq	Dgkq
Dgkz	Dgkz
Dguok	Dguok
Dhcr24	Dhcr24
Dhcr7	Dhcr7
Dhdds	Dhdds
Dhdh	Dhdh
Dhfr	Dhfr
Dhh	Dhh
Dhodh	Dhodh
Dhps	Dhps
Dhrs1	Dhrs1
Dhrs11	Dhrs11
Dhrs13	Dhrs13
Dhrs13os	Dhrs13os
Dhrs2	Dhrs2
Dhrs3	Dhrs3
Dhrs4	Dhrs4
Dhrs7	Dhrs7
Dhrs7b	Dhrs7b
Dhrs7c	Dhrs7c
Dhrs9	Dhrs9
Dhtkd1	Dhtkd1
Dhx15	Dhx15
Dhx16	Dhx16
Dhx29	Dhx29
Dhx30	Dhx30
Dhx32	Dhx32
Dhx33	Dhx33
Dhx34	Dhx34
Dhx35	Dhx35
Dhx36	Dhx36
Dhx37	Dhx37
Dhx38	Dhx38
Dhx40	Dhx40
Dhx57	Dhx57
Dhx58	Dhx58
Dhx58os	Dhx58os
Dhx8	Dhx8
Dhx9	Dhx9
Diablo	Diablo
Diaph1	Diaph1
Diaph2	Diaph2
Diaph3	Diaph3
Dicer1	Dicer1
Dido1	Dido1
Diexf	Diexf
Dimt1	Dimt1
Dio1	Dio1
Dio2	Dio2
Dio3	Dio3
Dip2a	Dip2a
Dip2b	Dip2b
Dip2c	Dip2c
Diras1	Diras1
Diras2	Diras2
Dirc2	Dirc2
Dis3	Dis3
Dis3l	Dis3l
Dis3l2	Dis3l2
Disc1	Disc1
Disp1	Disp1
Disp2	Disp2
Dixdc1	Dixdc1
Dkc1	Dkc1
Dkk1	Dkk1
Dkk2	Dkk2
Dkk3	Dkk3
Dkk4	Dkk4
Dkkl1	Dkkl1
Dlat	Dlat
Dlc1	Dlc1
Dld	Dld
Dlec1	Dlec1
Dleu2	Dleu2
Dleu7	Dleu7
Dlg1	Dlg1
Dlg2	Dlg2
Dlg3	Dlg3
Dlg4	Dlg4
Dlg5	Dlg5
Dlgap1	Dlgap1
Dlgap2	Dlgap2
Dlgap3	Dlgap3
Dlgap4	Dlgap4
Dlgap5	Dlgap5
Dlk1	Dlk1
Dlk2	Dlk2
Dll1	Dll1
Dll3	Dll3
Dll4	Dll4
Dlst	Dlst
Dlx1	Dlx1
Dlx1as	Dlx1as
Dlx2	Dlx2
Dlx3	Dlx3
Dlx4	Dlx4
Dlx4os	Dlx4os
Dlx5	Dlx5
Dlx6	Dlx6
Dlx6os1	Dlx6os1
Dlx6os2	Dlx6os2
Dmap1	Dmap1
Dmbt1	Dmbt1
Dmbx1	Dmbx1
Dmc1	Dmc1
Dmd	Dmd
Dmgdh	Dmgdh
Dmkn	Dmkn
Dmp1	Dmp1
Dmpk	Dmpk
Dmrt1	Dmrt1
Dmrt1i	Dmrt1i
Dmrt2	Dmrt2
Dmrt3	Dmrt3
Dmrta1	Dmrta1
Dmrta2	Dmrta2
Dmrta2os	Dmrta2os
Dmrtb1	Dmrtb1
Dmrtc1a	Dmrtc1a
Dmrtc1b	Dmrtc1b
Dmrtc2	Dmrtc2
Dmtf1	Dmtf1
Dmtn	Dmtn
Dmwd	Dmwd
Dmxl1	Dmxl1
Dmxl2	Dmxl2
Dna2	Dna2
Dnaaf1	Dnaaf1
Dnaaf2	Dnaaf2
Dnaaf3	Dnaaf3
Dnaaf5	Dnaaf5
Dnah1	Dnah1
Dnah10	Dnah10
Dnah11	Dnah11
Dnah12	Dnah12
Dnah14	Dnah14
Dnah17	Dnah17
Dnah2	Dnah2
Dnah2os	Dnah2os
Dnah3	Dnah3
Dnah5	Dnah5
Dnah6	Dnah6
Dnah8	Dnah8
Dnah9	Dnah9
Dnaic1	Dnaic1
Dnaic2	Dnaic2
Dnaja1	Dnaja1
Dnaja2	Dnaja2
Dnaja3	Dnaja3
Dnaja4	Dnaja4
Dnajb1	Dnajb1
Dnajb11	Dnajb11
Dnajb12	Dnajb12
Dnajb13	Dnajb13
Dnajb14	Dnajb14
Dnajb2	Dnajb2
Dnajb3	Dnajb3
Dnajb4	Dnajb4
Dnajb5	Dnajb5
Dnajb6	Dnajb6
Dnajb7	Dnajb7
Dnajb8	Dnajb8
Dnajb9	Dnajb9
Dnajc1	Dnajc1
Dnajc10	Dnajc10
Dnajc11	Dnajc11
Dnajc12	Dnajc12
Dnajc13	Dnajc13
Dnajc14	Dnajc14
Dnajc15	Dnajc15
Dnajc16	Dnajc16
Dnajc17	Dnajc17
Dnajc18	Dnajc18
Dnajc19	Dnajc19
Dnajc2	Dnajc2
Dnajc21	Dnajc21
Dnajc22	Dnajc22
Dnajc24	Dnajc24
Dnajc25	Dnajc25
Dnajc27	Dnajc27
Dnajc28	Dnajc28
Dnajc3	Dnajc3
Dnajc30	Dnajc30
Dnajc4	Dnajc4
Dnajc5	Dnajc5
Dnajc5b	Dnajc5b
Dnajc5g	Dnajc5g
Dnajc6	Dnajc6
Dnajc7	Dnajc7
Dnajc8	Dnajc8
Dnajc9	Dnajc9
Dnal1	Dnal1
Dnal4	Dnal4
Dnali1	Dnali1
Dnase1	Dnase1
Dnase1l1	Dnase1l1
Dnase1l2	Dnase1l2
Dnase1l3	Dnase1l3
Dnase2a	Dnase2a
Dnase2b	Dnase2b
Dnd1	Dnd1
Dner	Dner
Dnhd1	Dnhd1
Dnlz	Dnlz
Dnm1	Dnm1
Dnm1l	Dnm1l
Dnm2	Dnm2
Dnm3	Dnm3
Dnm3os	Dnm3os
Dnmbp	Dnmbp
Dnmt1	Dnmt1
Dnmt3a	Dnmt3a
Dnmt3aos	Dnmt3aos
Dnmt3b	Dnmt3b
Dnmt3bos	Dnmt3bos
Dnmt3l	Dnmt3l
Dnpep	Dnpep
Dnph1	Dnph1
Dntt	Dntt
Dnttip1	Dnttip1
Dnttip2	Dnttip2
Doc2a	Doc2a
Doc2b	Doc2b
Doc2g	Doc2g
Dock1	Dock1
Dock10	Dock10
Dock11	Dock11
Dock2	Dock2
Dock3	Dock3
Dock4	Dock4
Dock5	Dock5
Dock6	Dock6
Dock7	Dock7
Dock8	Dock8
Dock9	Dock9
Dohh	Dohh
Dok1	Dok1
Dok2	Dok2
Dok3	Dok3
Dok4	Dok4
Dok5	Dok5
Dok6	Dok6
Dok7	Dok7
Dolk	Dolk
Dolpp1	Dolpp1
Donson	Donson
Dopey1	Dopey1
Dopey2	Dopey2
Dot1l	Dot1l
Doxl2	Doxl2
Dpagt1	Dpagt1
Dpcd	Dpcd
Dpcr1	Dpcr1
Dpep1	Dpep1
Dpep2	Dpep2
Dpep3	Dpep3
Dpf1	Dpf1
Dpf2	Dpf2
Dpf3	Dpf3
Dph1	Dph1
Dph2	Dph2
Dph3	Dph3
Dph5	Dph5
Dph6	Dph6
Dph7	Dph7
Dpm1	Dpm1
Dpm2	Dpm2
Dpm3	Dpm3
Dpp10	Dpp10
Dpp3	Dpp3
Dpp4	Dpp4
Dpp6	Dpp6
Dpp7	Dpp7
Dpp8	Dpp8
Dpp9	Dpp9
Dppa2	Dppa2
Dppa3	Dppa3
Dppa4	Dppa4
Dppa5a	Dppa5a
Dpt	Dpt
Dpy19l1	Dpy19l1
Dpy19l2	Dpy19l2
Dpy19l3	Dpy19l3
Dpy19l4	Dpy19l4
Dpy30	Dpy30
Dpyd	Dpyd
Dpys	Dpys
Dpysl2	Dpysl2
Dpysl3	Dpysl3
Dpysl4	Dpysl4
Dpysl5	Dpysl5
Dqx1	Dqx1
Dr1	Dr1
Dram1	Dram1
Dram2	Dram2
Drap1	Drap1
Draxin	Draxin
Drc1	Drc1
Drc7	Drc7
Drd1	Drd1
Drd2	Drd2
Drd3	Drd3
Drd4	Drd4
Drd5	Drd5
Drg1	Drg1
Drg2	Drg2
Drosha	Drosha
Drp2	Drp2
Drr1	Drr1
Dsc1	Dsc1
Dsc2	Dsc2
Dsc3	Dsc3
Dscam	Dscam
Dscaml1	Dscaml1
Dscc1	Dscc1
Dscr3	Dscr3
Dse	Dse
Dsel	Dsel
Dsg1a	Dsg1a
Dsg2	Dsg2
Dsg3	Dsg3
Dsg4	Dsg4
Dsn1	Dsn1
Dsp	Dsp
Dspp	Dspp
Dst	Dst
Dstn	Dstn
Dstyk	Dstyk
Dtd1	Dtd1
Dtd2	Dtd2
Dthd1	Dthd1
Dtl	Dtl
Dtna	Dtna
Dtnb	Dtnb
Dtnbos	Dtnbos
Dtnbp1	Dtnbp1
Dtwd1	Dtwd1
Dtwd2	Dtwd2
Dtx1	Dtx1
Dtx2	Dtx2
Dtx3	Dtx3
Dtx3l	Dtx3l
Dtx4	Dtx4
Dtymk	Dtymk
Dubr	Dubr
Duox1	Duox1
Duox2	Duox2
Duoxa1	Duoxa1
Duoxa2	Duoxa2
Dupd1	Dupd1
Dus1l	Dus1l
Dus2	Dus2
Dus3l	Dus3l
Dus4l	Dus4l
Dusp1	Dusp1
Dusp10	Dusp10
Dusp11	Dusp11
Dusp12	Dusp12
Dusp13	Dusp13
Dusp14	Dusp14
Dusp15	Dusp15
Dusp16	Dusp16
Dusp18	Dusp18
Dusp19	Dusp19
Dusp2	Dusp2
Dusp21	Dusp21
Dusp22	Dusp22
Dusp23	Dusp23
Dusp26	Dusp26
Dusp27	Dusp27
Dusp28	Dusp28
Dusp3	Dusp3
Dusp4	Dusp4
Dusp5	Dusp5
Dusp6	Dusp6
Dusp7	Dusp7
Dusp8	Dusp8
Dusp9	Dusp9
Dut	Dut
Dvl1	Dvl1
Dvl2	Dvl2
Dvl3	Dvl3
Dxo	Dxo
Dydc1	Dydc1
Dydc2	Dydc2
Dym	Dym
Dynap	Dynap
Dync1h1	Dync1h1
Dync1i1	Dync1i1
Dync1i2	Dync1i2
Dync1li1	Dync1li1
Dync1li2	Dync1li2
Dync2h1	Dync2h1
Dync2li1	Dync2li1
Dynll1	Dynll1
Dynll2	Dynll2
Dynlrb1	Dynlrb1
Dynlrb2	Dynlrb2
Dynlt1c	Dynlt1c
Dynlt3	Dynlt3
Dyrk1a	Dyrk1a
Dyrk1b	Dyrk1b
Dyrk2	Dyrk2
Dyrk3	Dyrk3
Dyrk4	Dyrk4
Dysf	Dysf
Dytn	Dytn
Dyx1c1	Dyx1c1
Dzank1	Dzank1
Dzip1	Dzip1
Dzip1l	Dzip1l
Dzip3	Dzip3
E030013I19Rik	E030013I19Rik
E030018B13Rik	E030018B13Rik
E030025P04Rik	E030025P04Rik
E030026E10Rik	E030026E10Rik
E030030I06Rik	E030030I06Rik
E030032P16Rik	E030032P16Rik
E030037K01Rik	E030037K01Rik
E030042O20Rik	E030042O20Rik
E030044B06Rik	E030044B06Rik
E130006D01Rik	E130006D01Rik
E130012A19Rik	E130012A19Rik
E130018N17Rik	E130018N17Rik
E130018O15Rik	E130018O15Rik
E130102H24Rik	E130102H24Rik
E130111B04Rik	E130111B04Rik
E130114P18Rik	E130114P18Rik
E130116L18Rik	E130116L18Rik
E130120K24Rik	E130120K24Rik
E130208F15Rik	E130208F15Rik
E130215H24Rik	E130215H24Rik
E130218I03Rik	E130218I03Rik
E130304I02Rik	E130304I02Rik
E130307A14Rik	E130307A14Rik
E130308A19Rik	E130308A19Rik
E130309D02Rik	E130309D02Rik
E130309D14Rik	E130309D14Rik
E130311K13Rik	E130311K13Rik
E130317F20Rik	E130317F20Rik
E230001N04Rik	E230001N04Rik
E230013L22Rik	E230013L22Rik
E230015B07Rik	E230015B07Rik
E230016K23Rik	E230016K23Rik
E230016M11Rik	E230016M11Rik
E230020A03Rik	E230020A03Rik
E230025N22Rik	E230025N22Rik
E2f1	E2f1
E2f2	E2f2
E2f3	E2f3
E2f4	E2f4
E2f5	E2f5
E2f6	E2f6
E2f7	E2f7
E2f8	E2f8
E330009J07Rik	E330009J07Rik
E330011M16Rik	E330011M16Rik
E330012B07Rik	E330012B07Rik
E330013P04Rik	E330013P04Rik
E330017A01Rik	E330017A01Rik
E330017L17Rik	E330017L17Rik
E330020D12Rik	E330020D12Rik
E330021D16Rik	E330021D16Rik
E330023G01Rik	E330023G01Rik
E330034G19Rik	E330034G19Rik
E330034L11Rik	E330034L11Rik
E330037G11Rik	E330037G11Rik
E330040D14Rik	E330040D14Rik
E430014B02Rik	E430014B02Rik
E430018J23Rik	E430018J23Rik
E430021H15Rik	E430021H15Rik
E430024P14Rik	E430024P14Rik
E430025E21Rik	E430025E21Rik
E4f1	E4f1
E530001K10Rik	E530001K10Rik
E530011L22Rik	E530011L22Rik
EU599041	EU599041
Eaf1	Eaf1
Eaf2	Eaf2
Eapp	Eapp
Ear14	Ear14
Ear6	Ear6
Ears2	Ears2
Ebag9	Ebag9
Ebf1	Ebf1
Ebf2	Ebf2
Ebf3	Ebf3
Ebf4	Ebf4
Ebi3	Ebi3
Ebna1bp2	Ebna1bp2
Ebp	Ebp
Ebpl	Ebpl
Ecd	Ecd
Ece1	Ece1
Ece2	Ece2
Ecel1	Ecel1
Ech1	Ech1
Echdc1	Echdc1
Echdc2	Echdc2
Echdc3	Echdc3
Echs1	Echs1
Eci1	Eci1
Eci2	Eci2
Eci3	Eci3
Ecm1	Ecm1
Ecm2	Ecm2
Ecscr	Ecscr
Ecsit	Ecsit
Ect2	Ect2
Ect2l	Ect2l
Eda	Eda
Eda2r	Eda2r
Edar	Edar
Edaradd	Edaradd
Edc3	Edc3
Edc4	Edc4
Eddm3b	Eddm3b
Edem1	Edem1
Edem2	Edem2
Edem3	Edem3
Edf1	Edf1
Edil3	Edil3
Edn1	Edn1
Edn2	Edn2
Edn3	Edn3
Ednra	Ednra
Ednrb	Ednrb
Edrf1	Edrf1
Eea1	Eea1
Eed	Eed
Eef1a1	Eef1a1
Eef1a2	Eef1a2
Eef1b2	Eef1b2
Eef1d	Eef1d
Eef1e1	Eef1e1
Eef1g	Eef1g
Eef2	Eef2
Eef2k	Eef2k
Eef2kmt	Eef2kmt
Eefsec	Eefsec
Eepd1	Eepd1
Efcab1	Efcab1
Efcab10	Efcab10
Efcab11	Efcab11
Efcab12	Efcab12
Efcab14	Efcab14
Efcab2	Efcab2
Efcab3	Efcab3
Efcab5	Efcab5
Efcab6	Efcab6
Efcab7	Efcab7
Efcab8	Efcab8
Efcab9	Efcab9
Efcc1	Efcc1
Efemp1	Efemp1
Efemp2	Efemp2
Efhb	Efhb
Efhc1	Efhc1
Efhc2	Efhc2
Efhd1	Efhd1
Efhd1os	Efhd1os
Efhd2	Efhd2
Efna1	Efna1
Efna2	Efna2
Efna3	Efna3
Efna4	Efna4
Efna5	Efna5
Efnb1	Efnb1
Efnb2	Efnb2
Efnb3	Efnb3
Efr3a	Efr3a
Efr3b	Efr3b
Efs	Efs
Eftud1	Eftud1
Eftud2	Eftud2
Egf	Egf
Egfem1	Egfem1
Egfl6	Egfl6
Egfl7	Egfl7
Egfl8	Egfl8
Egflam	Egflam
Egfr	Egfr
Egfros	Egfros
Egln1	Egln1
Egln2	Egln2
Egln3	Egln3
Egr1	Egr1
Egr2	Egr2
Egr3	Egr3
Egr4	Egr4
Ehbp1	Ehbp1
Ehbp1l1	Ehbp1l1
Ehd1	Ehd1
