"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster"
"GO:00713466","GO:0071346","cellular response to interferon-gamma","6/71","130/15217",3.14730197893675e-05,0.000708508910607156,0.000405001650002713,"CCL4/CCL3L3/CCL2/EDN1/CCL8/HLA-DQB1",6,"13"
"GO:00510445","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","3/71","14/15217",3.41490139177759e-05,0.000759046650873786,0.000433890303185429,"IL1B/TNF/APOE",3,"13"
"GO:00506781","GO:0050678","regulation of epithelial cell proliferation","8/71","269/15217",3.48978838823e-05,0.000759046650873786,0.000433890303185429,"CCL2/EGR3/NR4A3/HIF1A/TNF/APOE/C5AR1/GPX1",8,"13"
"GO:0042993","GO:0042993","positive regulation of transcription factor import into nucleus","4/71","40/15217",3.50248798956912e-05,0.000759046650873786,0.000433890303185429,"IL1B/PTGS2/BAG3/TNF",4,"13"
"GO:00454292","GO:0045429","positive regulation of nitric oxide biosynthetic process","4/71","40/15217",3.50248798956912e-05,0.000759046650873786,0.000433890303185429,"IL1B/PTGS2/EDN1/TNF",4,"13"
"GO:00096365","GO:0009636","response to toxic substance","7/71","197/15217",3.61655628869435e-05,0.000777961441656918,0.000444702476980194,"CCL4/PTGS2/KDM6B/CDKN1A/TNF/APOE/GPX1",7,"13"
"GO:0030316","GO:0030316","osteoclast differentiation","5/71","82/15217",3.95788082548703e-05,0.000820215680627786,0.000468856070882275,"KLF10/CSF1/GPR183/TNF/MAFB",5,"13"
"GO:00435342","GO:0043534","blood vessel endothelial cell migration","5/71","82/15217",3.95788082548703e-05,0.000820215680627786,0.000468856070882275,"EGR3/PTGS2/HIF1A/APOE/GPX1",5,"13"
"GO:00096123","GO:0009612","response to mechanical stimulus","7/71","200/15217",3.98245216833739e-05,0.000820215680627786,0.000468856070882275,"CCL2/IL1B/PTGS2/NFKBIA/EDN1/BAG3/BTG2",7,"13"
"GO:00510903","GO:0051090","regulation of DNA binding transcription factor activity","9/71","371/15217",5.42078029211107e-05,0.00107978094593925,0.000617230155047917,"IL1B/ID2/TRIB1/NFKBIA/IRAK2/SGK1/EDN1/TNF/UBC",9,"13"
"GO:00068751","GO:0006875","cellular metal ion homeostasis","10/71","467/15217",5.80682300549831e-05,0.00113939283837615,0.000651305823589675,"CCL2/C3AR1/EDN1/GNA13/HIF1A/CCL8/FTL/UBC/APOE/C5AR1",10,"13"
"GO:00461365","GO:0046136","positive regulation of vitamin metabolic process","2/71","3/15217",6.41997146690278e-05,0.0011951023807619,0.000683150809939655,"IL1B/TNF",2,"13"
"GO:00725933","GO:0072593","reactive oxygen species metabolic process","7/71","220/15217",7.2799755669583e-05,0.00129699687401515,0.000741396284733177,"IL1B/PTGS2/EDN1/HIF1A/CDKN1A/TNF/GPX1",7,"13"
"GO:00170382","GO:0017038","protein import","8/71","308/15217",9.04483453871849e-05,0.00157282631739153,0.00089906738528579,"IL1B/PTGS2/NFKBIA/BAG3/CDKN1A/TNF/APOE/GPN3",8,"13"
"GO:0036475","GO:0036475","neuron death in response to oxidative stress","3/71","20/15217",0.000104822003282927,0.00174944308927369,0.00100002600833138,"NR4A3/MCL1/HIF1A",3,"13"
"GO:0036499","GO:0036499","PERK-mediated unfolded protein response","3/71","20/15217",0.000104822003282927,0.00174944308927369,0.00100002600833138,"CCL2/CXCL8/PPP1R15A",3,"13"
"GO:00103325","GO:0010332","response to gamma radiation","4/71","54/15217",0.000115381819366071,0.00188240900808466,0.00107603269745886,"CCL2/EGR1/CDKN1A/GPX1",4,"13"
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","3/71","21/15217",0.000121883600701757,0.00195541752566487,0.00111776621646133,"IL1B/IL1RN/TNF",3,"13"
"GO:0007050","GO:0007050","cell cycle arrest","7/71","240/15217",0.000125364882202553,0.00196690475590981,0.00112433260840574,"ID2/CXCL8/PPP1R15A/SKIL/BTG2/CDKN1A/UBC",7,"13"
"GO:0060574","GO:0060574","intestinal epithelial cell maturation","2/71","4/15217",0.000128011363246196,0.00196690475590981,0.00112433260840574,"HIF1A/CDKN1A",2,"13"
"GO:0061030","GO:0061030","epithelial cell differentiation involved in mammary gland alveolus development","2/71","4/15217",0.000128011363246196,0.00196690475590981,0.00112433260840574,"ID2/HIF1A",2,"13"
"GO:00713762","GO:0071376","cellular response to corticotropin-releasing hormone stimulus","2/71","4/15217",0.000128011363246196,0.00196690475590981,0.00112433260840574,"NR4A3/NR4A2",2,"13"
"GO:00148231","GO:0014823","response to activity","4/71","56/15217",0.000133064989781153,0.00203379331749721,0.00116256780545639,"CCL2/KDM6B/EDN1/HIF1A",4,"13"
"GO:0032800","GO:0032800","receptor biosynthetic process","3/71","23/15217",0.000161214843731315,0.00235260254369718,0.00134480723916574,"EDN1/HIF1A/TNF",3,"13"
"GO:00015033","GO:0001503","ossification","8/71","344/15217",0.000193580665133827,0.00270268390167612,0.00154492261597189,"EGR2/SPP1/PTGS2/SRGN/KLF10/CSF1/HIF1A/TNF",8,"13"
"GO:0010817","GO:0010817","regulation of hormone levels","9/71","440/15217",0.000197965753058898,0.00273758355658591,0.00156487214322748,"EGR1/IL1B/SPP1/IL1RN/EDN1/HIF1A/OSM/TNF/DHRS9",9,"13"
"GO:0048565","GO:0048565","digestive tract development","5/71","116/15217",0.000205819415150293,0.00281933764903987,0.00161160485447871,"ID2/CXCL8/HIF1A/CDKN1A/TNF",5,"13"
"GO:00199154","GO:0019915","lipid storage","4/71","63/15217",0.000210563908194865,0.00282056188737845,0.00161230466014058,"IL1B/NFKBIA/TNF/APOE",4,"13"
"GO:00356904","GO:0035690","cellular response to drug","4/71","63/15217",0.000210563908194865,0.00282056188737845,0.00161230466014058,"CCL4/CCL2/IL1B/EDN1",4,"13"
"GO:0002248","GO:0002248","connective tissue replacement involved in inflammatory response wound healing","2/71","5/15217",0.00021270766299445,0.00282056188737845,0.00161230466014058,"IL1A/HIF1A",2,"13"
"GO:0070487","GO:0070487","monocyte aggregation","2/71","5/15217",0.00021270766299445,0.00282056188737845,0.00161230466014058,"IL1B/NR4A3",2,"13"
"GO:0006913","GO:0006913","nucleocytoplasmic transport","9/71","445/15217",0.000215338970366751,0.00284247440884111,0.0016248304127673,"EGR2/IL1B/PTGS2/EIF4E/NFKBIA/BAG3/CDKN1A/TNF/GPN3",9,"13"
"GO:00704824","GO:0070482","response to oxygen levels","8/71","352/15217",0.000226311852518437,0.00297379918422416,0.00169989898271767,"CCL2/EGR1/PTGS2/EDN1/NR4A2/HIF1A/CDKN1A/UBC",8,"13"
"GO:00335553","GO:0033555","multicellular organismal response to stress","4/71","65/15217",0.000237655674582303,0.00306982069334288,0.00175478731093291,"EIF4E/NR4A2/OSM/APOE",4,"13"
"GO:0061180","GO:0061180","mammary gland epithelium development","4/71","65/15217",0.000237655674582303,0.00306982069334288,0.00175478731093291,"ID2/CSF1/HIF1A/GPX1",4,"13"
"GO:00454444","GO:0045444","fat cell differentiation","6/71","190/15217",0.00025571463767801,0.00328581994609265,0.00187825795816591,"EGR2/PTGS2/NR4A3/NR4A2/TNF/GPX1",6,"13"
"GO:00331985","GO:0033198","response to ATP","3/71","27/15217",0.00026272480796938,0.00334628439624158,0.00191282097030338,"CCL2/IL1B/PTGS2",3,"13"
"GO:0031503","GO:0031503","protein complex localization","5/71","123/15217",0.000270372883900716,0.00342865875479336,0.00195990824137637,"IL1B/PTGS2/NFKBIA/TNF/GPN3",5,"13"
"GO:00003024","GO:0000302","response to reactive oxygen species","6/71","194/15217",0.000286036314666331,0.00358038559392683,0.00204663914804358,"NR4A3/KDM6B/EDN1/TNF/APOE/GPX1",6,"13"
"GO:0009743","GO:0009743","response to carbohydrate","6/71","195/15217",0.000294041163858985,0.00366478772466305,0.00209488554508976,"CCL2/EGR1/IL1B/PTGS2/TRA2B/HIF1A",6,"13"
"GO:00082021","GO:0008202","steroid metabolic process","7/71","284/15217",0.00035119965234606,0.00421439582815272,0.00240905546650603,"CH25H/EGR1/IL1B/SPP1/TNF/APOE/DHRS9",7,"13"
"GO:00026962","GO:0002696","positive regulation of leukocyte activation","7/71","285/15217",0.00035872001795307,0.00428692564664903,0.00245051534897982,"CCL2/CD83/IL1B/NR4A3/GPR183/HLA-DQB1/CDKN1A",7,"13"
"GO:00468221","GO:0046822","regulation of nucleocytoplasmic transport","6/71","203/15217",0.000364613844684443,0.00432179022434131,0.00247044482520888,"IL1B/PTGS2/NFKBIA/BAG3/CDKN1A/TNF",6,"13"
"GO:0032846","GO:0032846","positive regulation of homeostatic process","6/71","206/15217",0.000394257724971768,0.00459809009364664,0.00262838483314512,"IL1B/SPP1/PTGS2/EDN1/HIF1A/TNF",6,"13"
"GO:00717741","GO:0071774","response to fibroblast growth factor","5/71","134/15217",0.000401550651698028,0.00466441237012429,0.00266629632727491,"CCL2/EGR3/CXCL8/IER2/UBC",5,"13"
"GO:00436151","GO:0043615","astrocyte cell migration","2/71","7/15217",0.000443992326794293,0.00488935644263512,0.00279488006018399,"CCL2/GPR183",2,"13"
"GO:0046886","GO:0046886","positive regulation of hormone biosynthetic process","2/71","7/15217",0.000443992326794293,0.00488935644263512,0.00279488006018399,"EGR1/HIF1A",2,"13"
"GO:00601373","GO:0060137","maternal process involved in parturition","2/71","7/15217",0.000443992326794293,0.00488935644263512,0.00279488006018399,"CCL2/EDN1",2,"13"
"GO:00714173","GO:0071417","cellular response to organonitrogen compound","9/71","498/15217",0.000491485380358072,0.00536569001714226,0.00306716440373835,"CCL2/EGR1/IL1B/PTGS2/NR4A3/EDN1/NR4A2/KLF10/TNF",9,"13"
"GO:00988693","GO:0098869","cellular oxidant detoxification","4/71","80/15217",0.000526726450203242,0.00568629595312348,0.0032504308822951,"PTGS2/TNF/APOE/GPX1",4,"13"
"GO:00076113","GO:0007611","learning or memory","6/71","218/15217",0.000532192252124788,0.00572402333396439,0.00327199680935981,"EGR2/PTGS2/SGK1/BTG2/HIF1A/APOE",6,"13"
"GO:00352345","GO:0035234","ectopic germ cell programmed cell death","2/71","8/15217",0.000590202944629858,0.00627820275166706,0.00358877980983723,"IL1B/IL1A",2,"13"
"GO:0070423","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","3/71","36/15217",0.000622319265384849,0.00650077390891223,0.00371600712424046,"NFKBIA/IRAK2/UBC",3,"13"
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/71","316/15217",0.000664194613837991,0.00688864699494831,0.00393772521061095,"NR4A3/NFKBIA/C3AR1/HLA-DQB1/UBC/ACTG1/C5AR1",7,"13"
"GO:00024372","GO:0002437","inflammatory response to antigenic stimulus","3/71","39/15217",0.000788614953899033,0.00760843131602257,0.00434917217100463,"KDM6B/TNF/GPX1",3,"13"
"GO:00454463","GO:0045446","endothelial cell differentiation","4/71","90/15217",0.000821694654864757,0.00784934630831334,0.00448688528643256,"IL1B/KDM6B/TNF/GPX1",4,"13"
"GO:00421108","GO:0042110","T cell activation","8/71","429/15217",0.000840815683377419,0.00795082330888834,0.00454489211183011,"CCL2/CD83/EGR1/IL1B/SOCS6/GPR183/HLA-DQB1/MAFB",8,"13"
"GO:0021543","GO:0021543","pallium development","5/71","158/15217",0.000849309057170983,0.00795082330888834,0.00454489211183011,"NR4A3/TRA2B/KDM6B/BTG2/HIF1A",5,"13"
"GO:19037931","GO:1903793","positive regulation of anion transport","3/71","40/15217",0.000849716851791196,0.00795082330888834,0.00454489211183011,"IL1B/EDN1/APOE",3,"13"
"GO:0010870","GO:0010870","positive regulation of receptor biosynthetic process","2/71","10/15217",0.00094282590290972,0.00845051364830194,0.00483052777416708,"EDN1/HIF1A",2,"13"
"GO:0042482","GO:0042482","positive regulation of odontogenesis","2/71","10/15217",0.00094282590290972,0.00845051364830194,0.00483052777416708,"EDN1/CSF1",2,"13"
"GO:1903975","GO:1903975","regulation of glial cell migration","2/71","10/15217",0.00094282590290972,0.00845051364830194,0.00483052777416708,"CSF1/GPR183",2,"13"
"GO:00302781","GO:0030278","regulation of ossification","5/71","163/15217",0.000976742135346148,0.00872756664936989,0.00498889829130648,"EGR2/SRGN/CSF1/HIF1A/TNF",5,"13"
"GO:0050766","GO:0050766","positive regulation of phagocytosis","3/71","43/15217",0.00105080488640741,0.00919137768110576,0.00525402443203704,"CCL2/IL1B/TNF",3,"13"
"GO:00513481","GO:0051348","negative regulation of transferase activity","7/71","342/15217",0.00105526714481692,0.0092026900557007,0.00526049087206032,"IL1B/SOCS6/TRIB1/CDKN1A/GADD45B/UBC/APOE",7,"13"
"GO:00321026","GO:0032102","negative regulation of response to external stimulus","6/71","249/15217",0.00106466258826028,0.00925682681529298,0.00529143681590439,"CCL2/SPP1/TRIB1/EDN1/APOE/GPX1",6,"13"
"GO:0034504","GO:0034504","protein localization to nucleus","7/71","347/15217",0.00114786568066975,0.00969858401433012,0.00554395642692424,"IL1B/PTGS2/NFKBIA/BAG3/CDKN1A/TNF/GPN3",7,"13"
"GO:00323062","GO:0032306","regulation of prostaglandin secretion","2/71","11/15217",0.00114886807883249,0.00969858401433012,0.00554395642692424,"IL1B/EDN1",2,"13"
"GO:00025053","GO:0002505","antigen processing and presentation of polysaccharide antigen via MHC class II","2/8","2/15217",2.41856902668559e-07,1.15486671024237e-05,4.39161218003436e-06,"HLA-DRB1/HLA-DRA",2,"14"
"GO:00713467","GO:0071346","cellular response to interferon-gamma","4/8","130/15217",3.46700987694042e-07,1.32439777299124e-05,5.03628803176608e-06,"HLA-DRB1/HLA-DRA/CCL4/CCL3L3",4,"14"
"GO:0048247","GO:0048247","lymphocyte chemotaxis","3/8","44/15217",1.25044425029366e-06,3.41192645437271e-05,1.29745343263553e-05,"CCL4/CCL3L3/CH25H",3,"14"
"GO:00508702","GO:0050870","positive regulation of T cell activation","3/8","200/15217",0.000119307916053384,0.00175290861278433,0.000666578640298259,"HLA-DRB1/HLA-DRA/CD83",3,"14"
"GO:00713477","GO:0071347","cellular response to interleukin-1","2/8","80/15217",0.000748743608359394,0.00476700097322147,0.00181274768339643,"CCL4/CCL3L3",2,"14"
